"","Group","Result"
"1749","Intervention","No Vaccine"
"1750","Intervention","No Vaccine"
"1751","Intervention","No Vaccine"
"1752","Intervention","No Vaccine"
"1753","Intervention","No Vaccine"
"1754","Intervention","No Vaccine"
"1755","Intervention","No Vaccine"
"1756","Intervention","No Vaccine"
"1757","Intervention","No Vaccine"
"1758","Intervention","No Vaccine"
"1759","Intervention","No Vaccine"
"1760","Intervention","No Vaccine"
"1761","Intervention","No Vaccine"
"1762","Intervention","No Vaccine"
"1763","Intervention","No Vaccine"
"1764","Intervention","No Vaccine"
"1765","Intervention","No Vaccine"
"1766","Intervention","No Vaccine"
"1767","Intervention","No Vaccine"
"1768","Intervention","No Vaccine"
"1769","Intervention","No Vaccine"
"1770","Intervention","No Vaccine"
"1771","Intervention","No Vaccine"
"1772","Intervention","No Vaccine"
"1773","Intervention","No Vaccine"
"1774","Intervention","No Vaccine"
"1775","Intervention","No Vaccine"
"1776","Intervention","No Vaccine"
"1777","Intervention","No Vaccine"
"1778","Intervention","No Vaccine"
"1779","Intervention","No Vaccine"
"1780","Intervention","No Vaccine"
"1781","Intervention","No Vaccine"
"1782","Intervention","No Vaccine"
"1783","Intervention","No Vaccine"
"1784","Intervention","No Vaccine"
"1785","Intervention","No Vaccine"
"1786","Intervention","No Vaccine"
"1787","Intervention","No Vaccine"
"1788","Intervention","No Vaccine"
"1789","Intervention","No Vaccine"
"1790","Intervention","No Vaccine"
"1791","Intervention","No Vaccine"
"1792","Intervention","No Vaccine"
"1793","Intervention","No Vaccine"
"1794","Intervention","No Vaccine"
"1795","Intervention","No Vaccine"
"1796","Intervention","No Vaccine"
"1797","Intervention","No Vaccine"
"1798","Intervention","No Vaccine"
"1799","Intervention","No Vaccine"
"1800","Intervention","No Vaccine"
"1801","Intervention","No Vaccine"
"1802","Intervention","No Vaccine"
"1803","Intervention","No Vaccine"
"1804","Intervention","No Vaccine"
"1805","Intervention","No Vaccine"
"1806","Intervention","No Vaccine"
"1807","Intervention","No Vaccine"
"1808","Intervention","No Vaccine"
"1809","Intervention","No Vaccine"
"1810","Intervention","No Vaccine"
"1811","Intervention","No Vaccine"
"1812","Intervention","No Vaccine"
"1813","Intervention","No Vaccine"
"1814","Intervention","No Vaccine"
"1815","Intervention","No Vaccine"
"1816","Intervention","No Vaccine"
"1817","Intervention","No Vaccine"
"1818","Intervention","No Vaccine"
"1819","Intervention","No Vaccine"
"1820","Intervention","No Vaccine"
"1821","Intervention","No Vaccine"
"1822","Intervention","No Vaccine"
"1823","Intervention","No Vaccine"
"1824","Intervention","No Vaccine"
"1825","Intervention","No Vaccine"
"1826","Intervention","No Vaccine"
"1827","Intervention","No Vaccine"
"1828","Intervention","No Vaccine"
"1829","Intervention","No Vaccine"
"1830","Intervention","No Vaccine"
"1831","Intervention","No Vaccine"
"1832","Intervention","No Vaccine"
"1833","Intervention","No Vaccine"
"1834","Intervention","No Vaccine"
"1835","Intervention","No Vaccine"
"1836","Intervention","No Vaccine"
"1837","Intervention","No Vaccine"
"1838","Intervention","No Vaccine"
"1839","Intervention","No Vaccine"
"1840","Intervention","No Vaccine"
"1841","Intervention","No Vaccine"
"1842","Intervention","No Vaccine"
"1843","Intervention","No Vaccine"
"1844","Intervention","No Vaccine"
"1845","Intervention","No Vaccine"
"1846","Intervention","No Vaccine"
"1847","Intervention","No Vaccine"
"1848","Intervention","No Vaccine"
"1849","Intervention","No Vaccine"
"1850","Intervention","No Vaccine"
"1851","Intervention","No Vaccine"
"1852","Intervention","No Vaccine"
"1853","Intervention","No Vaccine"
"1854","Intervention","No Vaccine"
"1855","Intervention","No Vaccine"
"1856","Intervention","No Vaccine"
"1857","Intervention","No Vaccine"
"1858","Intervention","No Vaccine"
"1859","Intervention","No Vaccine"
"1860","Intervention","No Vaccine"
"1861","Intervention","No Vaccine"
"1862","Intervention","No Vaccine"
"1863","Intervention","No Vaccine"
"1864","Intervention","No Vaccine"
"1865","Intervention","No Vaccine"
"1866","Intervention","No Vaccine"
"1867","Intervention","No Vaccine"
"1868","Intervention","No Vaccine"
"1869","Intervention","No Vaccine"
"1870","Intervention","No Vaccine"
"1871","Intervention","No Vaccine"
"1872","Intervention","No Vaccine"
"1873","Intervention","No Vaccine"
"1874","Intervention","No Vaccine"
"1875","Intervention","No Vaccine"
"1876","Intervention","No Vaccine"
"1877","Intervention","No Vaccine"
"1878","Intervention","No Vaccine"
"1879","Intervention","No Vaccine"
"1880","Intervention","No Vaccine"
"1881","Intervention","No Vaccine"
"1882","Intervention","No Vaccine"
"1883","Intervention","No Vaccine"
"1884","Intervention","No Vaccine"
"1885","Intervention","No Vaccine"
"1886","Intervention","No Vaccine"
"1887","Intervention","No Vaccine"
"1888","Intervention","No Vaccine"
"1889","Intervention","No Vaccine"
"1890","Intervention","No Vaccine"
"1891","Intervention","No Vaccine"
"1892","Intervention","No Vaccine"
"1893","Intervention","No Vaccine"
"1894","Intervention","No Vaccine"
"1895","Intervention","No Vaccine"
"1896","Intervention","No Vaccine"
"1897","Intervention","No Vaccine"
"1898","Intervention","No Vaccine"
"1899","Intervention","No Vaccine"
"1900","Intervention","No Vaccine"
"1901","Intervention","No Vaccine"
"1902","Intervention","No Vaccine"
"1903","Intervention","No Vaccine"
"1904","Intervention","No Vaccine"
"1905","Intervention","No Vaccine"
"1906","Intervention","No Vaccine"
"1907","Intervention","No Vaccine"
"1908","Intervention","No Vaccine"
"1909","Intervention","No Vaccine"
"1910","Intervention","No Vaccine"
"1911","Intervention","No Vaccine"
"1912","Intervention","No Vaccine"
"1913","Intervention","No Vaccine"
"1914","Intervention","No Vaccine"
"1915","Intervention","No Vaccine"
"1916","Intervention","No Vaccine"
"1917","Intervention","No Vaccine"
"1918","Intervention","No Vaccine"
"1919","Intervention","No Vaccine"
"1920","Intervention","No Vaccine"
"1921","Intervention","No Vaccine"
"1922","Intervention","No Vaccine"
"1923","Intervention","No Vaccine"
"1924","Intervention","No Vaccine"
"1925","Intervention","No Vaccine"
"1926","Intervention","No Vaccine"
"1927","Intervention","No Vaccine"
"1928","Intervention","No Vaccine"
"1929","Intervention","No Vaccine"
"1930","Intervention","No Vaccine"
"1931","Intervention","No Vaccine"
"1932","Intervention","No Vaccine"
"1933","Intervention","No Vaccine"
"1934","Intervention","No Vaccine"
"1935","Intervention","No Vaccine"
"1936","Intervention","No Vaccine"
"1937","Intervention","No Vaccine"
"1938","Intervention","No Vaccine"
"1939","Intervention","No Vaccine"
"1940","Intervention","No Vaccine"
"1941","Intervention","No Vaccine"
"1942","Intervention","No Vaccine"
"1943","Intervention","No Vaccine"
"1944","Intervention","No Vaccine"
"1945","Intervention","No Vaccine"
"1946","Intervention","No Vaccine"
"1947","Intervention","No Vaccine"
"1948","Intervention","No Vaccine"
"1949","Intervention","No Vaccine"
"1950","Intervention","No Vaccine"
"1951","Intervention","No Vaccine"
"1952","Intervention","No Vaccine"
"1953","Intervention","No Vaccine"
"1954","Intervention","No Vaccine"
"1955","Intervention","No Vaccine"
"1956","Intervention","No Vaccine"
"1957","Intervention","No Vaccine"
"1958","Intervention","No Vaccine"
"1959","Intervention","No Vaccine"
"1960","Intervention","No Vaccine"
"1961","Intervention","No Vaccine"
"1962","Intervention","No Vaccine"
"1963","Intervention","No Vaccine"
"1964","Intervention","No Vaccine"
"1965","Intervention","No Vaccine"
"1966","Intervention","No Vaccine"
"1967","Intervention","No Vaccine"
"1968","Intervention","No Vaccine"
"1969","Intervention","No Vaccine"
"1970","Intervention","No Vaccine"
"1971","Intervention","No Vaccine"
"1972","Intervention","No Vaccine"
"1973","Intervention","No Vaccine"
"1974","Intervention","No Vaccine"
"1975","Intervention","No Vaccine"
"1976","Intervention","No Vaccine"
"1977","Intervention","No Vaccine"
"1978","Intervention","No Vaccine"
"1979","Intervention","No Vaccine"
"1980","Intervention","No Vaccine"
"1981","Intervention","No Vaccine"
"1982","Intervention","No Vaccine"
"1983","Intervention","No Vaccine"
"1984","Intervention","No Vaccine"
"1985","Intervention","No Vaccine"
"1986","Intervention","No Vaccine"
"1987","Intervention","No Vaccine"
"1988","Intervention","No Vaccine"
"1989","Intervention","No Vaccine"
"1990","Intervention","No Vaccine"
"1991","Intervention","No Vaccine"
"1992","Intervention","No Vaccine"
"1993","Intervention","No Vaccine"
"1994","Intervention","No Vaccine"
"1995","Intervention","No Vaccine"
"1996","Intervention","No Vaccine"
"1997","Intervention","No Vaccine"
"1998","Intervention","No Vaccine"
"1999","Intervention","No Vaccine"
"2000","Intervention","No Vaccine"
"2001","Intervention","No Vaccine"
"2002","Intervention","No Vaccine"
"2003","Intervention","No Vaccine"
"2004","Intervention","No Vaccine"
"2005","Intervention","No Vaccine"
"2006","Intervention","No Vaccine"
"2007","Intervention","No Vaccine"
"2008","Intervention","No Vaccine"
"2009","Intervention","No Vaccine"
"2010","Intervention","No Vaccine"
"2011","Intervention","No Vaccine"
"2012","Intervention","No Vaccine"
"2013","Intervention","No Vaccine"
"2014","Intervention","No Vaccine"
"2015","Intervention","No Vaccine"
"2016","Intervention","No Vaccine"
"2017","Intervention","No Vaccine"
"2018","Intervention","No Vaccine"
"2019","Intervention","No Vaccine"
"2020","Intervention","No Vaccine"
"2021","Intervention","No Vaccine"
"2022","Intervention","No Vaccine"
"2023","Intervention","No Vaccine"
"2024","Intervention","No Vaccine"
"2025","Intervention","No Vaccine"
"2026","Intervention","No Vaccine"
"2027","Intervention","No Vaccine"
"2028","Intervention","No Vaccine"
"2029","Intervention","No Vaccine"
"2030","Intervention","No Vaccine"
"2031","Intervention","No Vaccine"
"2032","Intervention","No Vaccine"
"2033","Intervention","No Vaccine"
"2034","Intervention","No Vaccine"
"2035","Intervention","No Vaccine"
"2036","Intervention","No Vaccine"
"2037","Intervention","No Vaccine"
"2038","Intervention","No Vaccine"
"2039","Intervention","No Vaccine"
"2040","Intervention","No Vaccine"
"2041","Intervention","No Vaccine"
"2042","Intervention","No Vaccine"
"2043","Intervention","No Vaccine"
"2044","Intervention","No Vaccine"
"2045","Intervention","No Vaccine"
"2046","Intervention","No Vaccine"
"2047","Intervention","No Vaccine"
"2048","Intervention","No Vaccine"
"2049","Intervention","No Vaccine"
"2050","Intervention","No Vaccine"
"2051","Intervention","No Vaccine"
"2052","Intervention","No Vaccine"
"2053","Intervention","No Vaccine"
"2054","Intervention","No Vaccine"
"2055","Intervention","No Vaccine"
"2056","Intervention","No Vaccine"
"2057","Intervention","No Vaccine"
"2058","Intervention","No Vaccine"
"2059","Intervention","No Vaccine"
"2060","Intervention","No Vaccine"
"2061","Intervention","No Vaccine"
"2062","Intervention","No Vaccine"
"2063","Intervention","No Vaccine"
"2064","Intervention","No Vaccine"
"2065","Intervention","No Vaccine"
"2066","Intervention","No Vaccine"
"2067","Intervention","No Vaccine"
"2068","Intervention","No Vaccine"
"2069","Intervention","No Vaccine"
"2070","Intervention","No Vaccine"
"2071","Intervention","No Vaccine"
"2072","Intervention","No Vaccine"
"2073","Intervention","No Vaccine"
"2074","Intervention","No Vaccine"
"2075","Intervention","No Vaccine"
"2076","Intervention","No Vaccine"
"2077","Intervention","No Vaccine"
"2078","Intervention","No Vaccine"
"2079","Intervention","No Vaccine"
"2080","Intervention","No Vaccine"
"2081","Intervention","No Vaccine"
"2082","Intervention","No Vaccine"
"2083","Intervention","No Vaccine"
"2084","Intervention","No Vaccine"
"2085","Intervention","No Vaccine"
"2086","Intervention","No Vaccine"
"2087","Intervention","No Vaccine"
"2088","Intervention","No Vaccine"
"2089","Intervention","No Vaccine"
"2090","Intervention","No Vaccine"
"2091","Intervention","No Vaccine"
"2092","Intervention","No Vaccine"
"2093","Intervention","No Vaccine"
"2094","Intervention","No Vaccine"
"2095","Intervention","No Vaccine"
"2096","Intervention","No Vaccine"
"2097","Intervention","No Vaccine"
"2098","Intervention","No Vaccine"
"2099","Intervention","No Vaccine"
"2100","Intervention","No Vaccine"
"2101","Intervention","No Vaccine"
"2102","Intervention","No Vaccine"
"2103","Intervention","No Vaccine"
"2104","Intervention","No Vaccine"
"2105","Intervention","No Vaccine"
"2106","Intervention","No Vaccine"
"2107","Intervention","No Vaccine"
"2108","Intervention","No Vaccine"
"2109","Intervention","No Vaccine"
"2110","Intervention","No Vaccine"
"2111","Intervention","No Vaccine"
"2112","Intervention","No Vaccine"
"2113","Intervention","No Vaccine"
"2114","Intervention","No Vaccine"
"2115","Intervention","No Vaccine"
"2116","Intervention","No Vaccine"
"2117","Intervention","No Vaccine"
"2118","Intervention","No Vaccine"
"2119","Intervention","No Vaccine"
"2120","Intervention","No Vaccine"
"2121","Intervention","No Vaccine"
"2122","Intervention","No Vaccine"
"2123","Intervention","No Vaccine"
"2124","Intervention","No Vaccine"
"2125","Intervention","No Vaccine"
"2126","Intervention","No Vaccine"
"2127","Intervention","No Vaccine"
"2128","Intervention","No Vaccine"
"2129","Intervention","No Vaccine"
"2130","Intervention","No Vaccine"
"2131","Intervention","No Vaccine"
"2132","Intervention","No Vaccine"
"2133","Intervention","No Vaccine"
"2134","Intervention","No Vaccine"
"2135","Intervention","No Vaccine"
"2136","Intervention","No Vaccine"
"2137","Intervention","No Vaccine"
"2138","Intervention","No Vaccine"
"2139","Intervention","No Vaccine"
"2140","Intervention","No Vaccine"
"2141","Intervention","No Vaccine"
"2142","Intervention","No Vaccine"
"2143","Intervention","No Vaccine"
"2144","Intervention","No Vaccine"
"2145","Intervention","No Vaccine"
"2146","Intervention","No Vaccine"
"2147","Intervention","No Vaccine"
"2148","Intervention","No Vaccine"
"2149","Intervention","No Vaccine"
"2150","Intervention","No Vaccine"
"2151","Intervention","No Vaccine"
"2152","Intervention","No Vaccine"
"2153","Intervention","No Vaccine"
"2154","Intervention","No Vaccine"
"2155","Intervention","No Vaccine"
"2156","Intervention","No Vaccine"
"2157","Intervention","No Vaccine"
"2158","Intervention","No Vaccine"
"2159","Intervention","No Vaccine"
"2160","Intervention","No Vaccine"
"2161","Intervention","No Vaccine"
"2162","Intervention","No Vaccine"
"2163","Intervention","No Vaccine"
"2164","Intervention","No Vaccine"
"2165","Intervention","No Vaccine"
"2166","Intervention","No Vaccine"
"2167","Intervention","No Vaccine"
"2168","Intervention","No Vaccine"
"2169","Intervention","No Vaccine"
"2170","Intervention","No Vaccine"
"2171","Intervention","No Vaccine"
"2172","Intervention","No Vaccine"
"2173","Intervention","No Vaccine"
"2174","Intervention","No Vaccine"
"2175","Intervention","No Vaccine"
"2176","Intervention","No Vaccine"
"2177","Intervention","No Vaccine"
"2178","Intervention","No Vaccine"
"2179","Intervention","No Vaccine"
"2180","Intervention","No Vaccine"
"2181","Intervention","No Vaccine"
"2182","Intervention","No Vaccine"
"2183","Intervention","No Vaccine"
"2184","Intervention","No Vaccine"
"2185","Intervention","No Vaccine"
"2186","Intervention","No Vaccine"
"2187","Intervention","No Vaccine"
"2188","Intervention","No Vaccine"
"2189","Intervention","No Vaccine"
"2190","Intervention","No Vaccine"
"2191","Intervention","No Vaccine"
"2192","Intervention","No Vaccine"
"2193","Intervention","No Vaccine"
"2194","Intervention","No Vaccine"
"2195","Intervention","No Vaccine"
"2196","Intervention","No Vaccine"
"2197","Intervention","No Vaccine"
"2198","Intervention","No Vaccine"
"2199","Intervention","No Vaccine"
"2200","Intervention","No Vaccine"
"2201","Intervention","No Vaccine"
"2202","Intervention","No Vaccine"
"2203","Intervention","No Vaccine"
"2204","Intervention","No Vaccine"
"2205","Intervention","No Vaccine"
"2206","Intervention","No Vaccine"
"2207","Intervention","No Vaccine"
"2208","Intervention","No Vaccine"
"2209","Intervention","No Vaccine"
"2210","Intervention","No Vaccine"
"2211","Intervention","No Vaccine"
"2212","Intervention","No Vaccine"
"2213","Intervention","No Vaccine"
"2214","Intervention","No Vaccine"
"2215","Intervention","No Vaccine"
"2216","Intervention","No Vaccine"
"2217","Intervention","No Vaccine"
"2218","Intervention","No Vaccine"
"2219","Intervention","No Vaccine"
"2220","Intervention","No Vaccine"
"2221","Intervention","No Vaccine"
"2222","Intervention","No Vaccine"
"2223","Intervention","No Vaccine"
"2224","Intervention","No Vaccine"
"2225","Intervention","No Vaccine"
"2226","Intervention","No Vaccine"
"2227","Intervention","No Vaccine"
"2228","Intervention","No Vaccine"
"2229","Intervention","No Vaccine"
"2230","Intervention","No Vaccine"
"2231","Intervention","No Vaccine"
"2232","Intervention","No Vaccine"
"2233","Intervention","No Vaccine"
"2234","Intervention","No Vaccine"
"2235","Intervention","No Vaccine"
"2236","Intervention","No Vaccine"
"2237","Intervention","No Vaccine"
"2238","Intervention","No Vaccine"
"2239","Intervention","No Vaccine"
"2240","Intervention","No Vaccine"
"2241","Intervention","No Vaccine"
"2242","Intervention","No Vaccine"
"2243","Intervention","No Vaccine"
"2244","Intervention","No Vaccine"
"2245","Intervention","No Vaccine"
"2246","Intervention","No Vaccine"
"2247","Intervention","No Vaccine"
"2248","Intervention","No Vaccine"
"2249","Intervention","No Vaccine"
"2250","Intervention","No Vaccine"
"2251","Intervention","No Vaccine"
"2252","Intervention","No Vaccine"
"2253","Intervention","No Vaccine"
"2254","Intervention","No Vaccine"
"2255","Intervention","No Vaccine"
"2256","Intervention","No Vaccine"
"2257","Intervention","No Vaccine"
"2258","Intervention","No Vaccine"
"2259","Intervention","No Vaccine"
"2260","Intervention","No Vaccine"
"2261","Intervention","No Vaccine"
"2262","Intervention","No Vaccine"
"2263","Intervention","No Vaccine"
"2264","Intervention","No Vaccine"
"2265","Intervention","No Vaccine"
"2266","Intervention","No Vaccine"
"2267","Intervention","No Vaccine"
"2268","Intervention","No Vaccine"
"2269","Intervention","No Vaccine"
"2270","Intervention","No Vaccine"
"2271","Intervention","No Vaccine"
"2272","Intervention","No Vaccine"
"2273","Intervention","No Vaccine"
"2274","Intervention","No Vaccine"
"2275","Intervention","No Vaccine"
"2276","Intervention","No Vaccine"
"2277","Intervention","No Vaccine"
"2278","Intervention","No Vaccine"
"2279","Intervention","No Vaccine"
"2280","Intervention","No Vaccine"
"2281","Intervention","No Vaccine"
"2282","Intervention","No Vaccine"
"2283","Intervention","No Vaccine"
"2284","Intervention","No Vaccine"
"2285","Intervention","No Vaccine"
"2286","Intervention","No Vaccine"
"2287","Intervention","No Vaccine"
"2288","Intervention","No Vaccine"
"2289","Intervention","No Vaccine"
"2290","Intervention","No Vaccine"
"2291","Intervention","No Vaccine"
"2292","Intervention","No Vaccine"
"2293","Intervention","No Vaccine"
"2294","Intervention","No Vaccine"
"2295","Intervention","No Vaccine"
"2296","Intervention","No Vaccine"
"2297","Intervention","No Vaccine"
"2298","Intervention","No Vaccine"
"2299","Intervention","No Vaccine"
"2300","Intervention","No Vaccine"
"2301","Intervention","No Vaccine"
"2302","Intervention","No Vaccine"
"2303","Intervention","No Vaccine"
"2304","Intervention","No Vaccine"
"2305","Intervention","No Vaccine"
"2306","Intervention","No Vaccine"
"2307","Intervention","No Vaccine"
"2308","Intervention","No Vaccine"
"2309","Intervention","No Vaccine"
"2310","Intervention","No Vaccine"
"2311","Intervention","No Vaccine"
"2312","Intervention","No Vaccine"
"2313","Intervention","No Vaccine"
"2314","Intervention","No Vaccine"
"2315","Intervention","No Vaccine"
"2316","Intervention","No Vaccine"
"2317","Intervention","No Vaccine"
"2318","Intervention","No Vaccine"
"2319","Intervention","No Vaccine"
"2320","Intervention","No Vaccine"
"2321","Intervention","No Vaccine"
"2322","Intervention","No Vaccine"
"2323","Intervention","No Vaccine"
"2324","Intervention","No Vaccine"
"2325","Intervention","No Vaccine"
"2326","Intervention","No Vaccine"
"2327","Intervention","No Vaccine"
"2328","Intervention","No Vaccine"
"2329","Intervention","No Vaccine"
"2330","Intervention","No Vaccine"
"2331","Intervention","No Vaccine"
"2332","Intervention","No Vaccine"
"2333","Intervention","No Vaccine"
"2334","Intervention","No Vaccine"
"2335","Intervention","No Vaccine"
"2336","Intervention","No Vaccine"
"2337","Intervention","No Vaccine"
"2338","Intervention","No Vaccine"
"2339","Intervention","No Vaccine"
"2340","Intervention","No Vaccine"
"2341","Intervention","No Vaccine"
"2342","Intervention","No Vaccine"
"2343","Intervention","No Vaccine"
"2344","Intervention","No Vaccine"
"2345","Intervention","No Vaccine"
"2346","Intervention","No Vaccine"
"2347","Intervention","No Vaccine"
"2348","Intervention","No Vaccine"
"2349","Intervention","No Vaccine"
"2350","Intervention","No Vaccine"
"2351","Intervention","No Vaccine"
"2352","Intervention","No Vaccine"
"2353","Intervention","No Vaccine"
"2354","Intervention","No Vaccine"
"2355","Intervention","No Vaccine"
"2356","Intervention","No Vaccine"
"2357","Intervention","No Vaccine"
"2358","Intervention","No Vaccine"
"2359","Intervention","No Vaccine"
"2360","Intervention","No Vaccine"
"2361","Intervention","No Vaccine"
"2362","Intervention","No Vaccine"
"2363","Intervention","No Vaccine"
"2364","Intervention","No Vaccine"
"2365","Intervention","No Vaccine"
"2366","Intervention","No Vaccine"
"2367","Intervention","No Vaccine"
"2368","Intervention","No Vaccine"
"2369","Intervention","No Vaccine"
"2370","Intervention","No Vaccine"
"2371","Intervention","No Vaccine"
"2372","Intervention","No Vaccine"
"2373","Intervention","No Vaccine"
"2374","Intervention","No Vaccine"
"2375","Intervention","No Vaccine"
"2376","Intervention","No Vaccine"
"2377","Intervention","No Vaccine"
"2378","Intervention","No Vaccine"
"2379","Intervention","No Vaccine"
"2380","Intervention","No Vaccine"
"2381","Intervention","No Vaccine"
"2382","Intervention","No Vaccine"
"2383","Intervention","No Vaccine"
"2384","Intervention","No Vaccine"
"2385","Intervention","No Vaccine"
"2386","Intervention","No Vaccine"
"2387","Intervention","No Vaccine"
"2388","Intervention","No Vaccine"
"2389","Intervention","No Vaccine"
"2390","Intervention","No Vaccine"
"2391","Intervention","No Vaccine"
"2392","Intervention","No Vaccine"
"2393","Intervention","No Vaccine"
"2394","Intervention","No Vaccine"
"2395","Intervention","No Vaccine"
"2396","Intervention","No Vaccine"
"2397","Intervention","No Vaccine"
"2398","Intervention","No Vaccine"
"2399","Intervention","No Vaccine"
"2400","Intervention","No Vaccine"
"2401","Intervention","No Vaccine"
"2402","Intervention","No Vaccine"
"2403","Intervention","No Vaccine"
"2404","Intervention","No Vaccine"
"2405","Intervention","No Vaccine"
"2406","Intervention","No Vaccine"
"2407","Intervention","No Vaccine"
"2408","Intervention","No Vaccine"
"2409","Intervention","No Vaccine"
"2410","Intervention","No Vaccine"
"2411","Intervention","No Vaccine"
"2412","Intervention","No Vaccine"
"2413","Intervention","No Vaccine"
"2414","Intervention","No Vaccine"
"2415","Intervention","No Vaccine"
"2416","Intervention","No Vaccine"
"2417","Intervention","No Vaccine"
"2418","Intervention","No Vaccine"
"2419","Intervention","No Vaccine"
"2420","Intervention","No Vaccine"
"2421","Intervention","No Vaccine"
"2422","Intervention","No Vaccine"
"2423","Intervention","No Vaccine"
"2424","Intervention","No Vaccine"
"2425","Intervention","No Vaccine"
"2426","Intervention","No Vaccine"
"2427","Intervention","No Vaccine"
"2428","Intervention","No Vaccine"
"2429","Intervention","No Vaccine"
"2430","Intervention","No Vaccine"
"2431","Intervention","No Vaccine"
"2432","Intervention","No Vaccine"
"2433","Intervention","No Vaccine"
"2434","Intervention","No Vaccine"
"2435","Intervention","No Vaccine"
"2436","Intervention","No Vaccine"
"2437","Intervention","No Vaccine"
"2438","Intervention","No Vaccine"
"2439","Intervention","No Vaccine"
"2440","Intervention","No Vaccine"
"2441","Intervention","No Vaccine"
"2442","Intervention","No Vaccine"
"2443","Intervention","No Vaccine"
"2444","Intervention","No Vaccine"
"2445","Intervention","No Vaccine"
"2446","Intervention","No Vaccine"
"2447","Intervention","No Vaccine"
"2448","Intervention","No Vaccine"
"2449","Intervention","No Vaccine"
"2450","Intervention","No Vaccine"
"2451","Intervention","No Vaccine"
"2452","Intervention","No Vaccine"
"2453","Intervention","No Vaccine"
"2454","Intervention","No Vaccine"
"2455","Intervention","No Vaccine"
"2456","Intervention","No Vaccine"
"2457","Intervention","No Vaccine"
"2458","Intervention","No Vaccine"
"2459","Intervention","No Vaccine"
"2460","Intervention","No Vaccine"
"2461","Intervention","No Vaccine"
"2462","Intervention","No Vaccine"
"2463","Intervention","No Vaccine"
"2464","Intervention","No Vaccine"
"2465","Intervention","No Vaccine"
"2466","Intervention","No Vaccine"
"2467","Intervention","No Vaccine"
"2468","Intervention","No Vaccine"
"2469","Intervention","No Vaccine"
"2470","Intervention","No Vaccine"
"2471","Intervention","No Vaccine"
"2472","Intervention","No Vaccine"
"2473","Intervention","No Vaccine"
"2474","Intervention","No Vaccine"
"2475","Intervention","No Vaccine"
"2476","Intervention","No Vaccine"
"2477","Intervention","No Vaccine"
"2478","Intervention","No Vaccine"
"2479","Intervention","No Vaccine"
"2480","Intervention","No Vaccine"
"2481","Intervention","No Vaccine"
"2482","Intervention","No Vaccine"
"2483","Intervention","No Vaccine"
"2484","Intervention","No Vaccine"
"2485","Intervention","No Vaccine"
"2486","Intervention","No Vaccine"
"2487","Intervention","No Vaccine"
"2488","Intervention","No Vaccine"
"2489","Intervention","No Vaccine"
"2490","Intervention","No Vaccine"
"2491","Intervention","No Vaccine"
"2492","Intervention","No Vaccine"
"2493","Intervention","No Vaccine"
"2494","Intervention","No Vaccine"
"2495","Intervention","No Vaccine"
"2496","Intervention","No Vaccine"
"2497","Intervention","No Vaccine"
"2498","Intervention","No Vaccine"
"2499","Intervention","No Vaccine"
"2500","Intervention","No Vaccine"
"2501","Intervention","No Vaccine"
"2502","Intervention","No Vaccine"
"2503","Intervention","No Vaccine"
"2504","Intervention","No Vaccine"
"2505","Intervention","No Vaccine"
"2506","Intervention","No Vaccine"
"2507","Intervention","No Vaccine"
"2508","Intervention","No Vaccine"
"2509","Intervention","No Vaccine"
"2510","Intervention","No Vaccine"
"2511","Intervention","No Vaccine"
"2512","Intervention","No Vaccine"
"2513","Intervention","No Vaccine"
"2514","Intervention","No Vaccine"
"2515","Intervention","No Vaccine"
"2516","Intervention","No Vaccine"
"2517","Intervention","No Vaccine"
"2518","Intervention","No Vaccine"
"2519","Intervention","No Vaccine"
"2520","Intervention","No Vaccine"
"2521","Intervention","No Vaccine"
"2522","Intervention","No Vaccine"
"2523","Intervention","No Vaccine"
"2524","Intervention","No Vaccine"
"2525","Intervention","No Vaccine"
"2526","Intervention","No Vaccine"
"2527","Intervention","No Vaccine"
"2528","Intervention","No Vaccine"
"2529","Intervention","No Vaccine"
"2530","Intervention","No Vaccine"
"2531","Intervention","No Vaccine"
"2532","Intervention","No Vaccine"
"2533","Intervention","No Vaccine"
"2534","Intervention","No Vaccine"
"2535","Intervention","No Vaccine"
"2536","Intervention","No Vaccine"
"2537","Intervention","No Vaccine"
"2538","Intervention","No Vaccine"
"2539","Intervention","No Vaccine"
"2540","Intervention","No Vaccine"
"2541","Intervention","No Vaccine"
"2542","Intervention","No Vaccine"
"2543","Intervention","No Vaccine"
"2544","Intervention","No Vaccine"
"2545","Intervention","No Vaccine"
"2546","Intervention","No Vaccine"
"2547","Intervention","No Vaccine"
"2548","Intervention","No Vaccine"
"2549","Intervention","No Vaccine"
"2550","Intervention","No Vaccine"
"2551","Intervention","No Vaccine"
"2552","Intervention","No Vaccine"
"2553","Intervention","No Vaccine"
"2554","Intervention","No Vaccine"
"2555","Intervention","No Vaccine"
"2556","Intervention","No Vaccine"
"2557","Intervention","No Vaccine"
"2558","Intervention","No Vaccine"
"2559","Intervention","No Vaccine"
"2560","Intervention","No Vaccine"
"2561","Intervention","No Vaccine"
"2562","Intervention","No Vaccine"
"2563","Intervention","No Vaccine"
"2564","Intervention","No Vaccine"
"2565","Intervention","No Vaccine"
"2566","Intervention","No Vaccine"
"2567","Intervention","No Vaccine"
"2568","Intervention","No Vaccine"
"2569","Intervention","No Vaccine"
"2570","Intervention","No Vaccine"
"2571","Intervention","No Vaccine"
